"Identificador de URL";Nombre;Categorías;"Nombre de propiedad 1";"Valor de propiedad 1";"Nombre de propiedad 2";"Valor de propiedad 2";"Nombre de propiedad 3";"Valor de propiedad 3";Precio;"Precio promocional";"Peso (kg)";"Alto (cm)";"Ancho (cm)";"Profundidad (cm)";Stock;SKU;"Código de barras";"Mostrar en tienda";"Envío sin cargo";Descripción;Tags;"Título para SEO";"Descripción para SEO";Marca;"Producto Físico";"MPN (Número de pieza del fabricante)";Sexo;"Rango de edad";Costo
conjunto-balconette-dianna;;;Color;Blanco;Talle;90;;;27,000.00;;0.12;3.00;11.00;13.00;2;;;;;;;;;;;;;;
conjunto-balconette-dianna;;;Color;Blanco;Talle;95;;;27,000.00;;0.12;3.00;11.00;13.00;2;;;;;;;;;;;;;;
conjunto-balconette-dianna;;;Color;Blanco;Talle;100;;;27,000.00;;0.12;3.00;11.00;13.00;1;;;;;;;;;;;;;;
conjunto-balconette-dianna;;;Color;Blanco;Talle;105;;;27,000.00;;0.12;3.00;11.00;13.00;2;;;;;;;;;;;;;;
conjunto-balconette-dianna;;;Color;Rojo;Talle;85;;;27,000.00;;0.12;3.00;11.00;13.00;1;;;;;;;;;;;;;;
conjunto-balconette-dianna;;;Color;Rojo;Talle;90;;;27,000.00;;0.12;3.00;11.00;13.00;5;;;;;;;;;;;;;;
conjunto-balconette-dianna;;;Color;Rojo;Talle;95;;;27,000.00;;0.12;3.00;11.00;13.00;2;;;;;;;;;;;;;;
conjunto-balconette-dianna;;;Color;Rojo;Talle;100;;;27,000.00;;0.12;3.00;11.00;13.00;2;;;;;;;;;;;;;;
conjunto-balconette-dianna;;;Color;Rojo;Talle;105;;;27,000.00;;0.12;3.00;11.00;13.00;2;;;;;;;;;;;;;;
conjunto-balconette-dianna;;;Color;Rosa;Talle;85;;;27,000.00;;0.12;3.00;11.00;13.00;2;;;;;;;;;;;;;;
conjunto-balconette-dianna;;;Color;Rosa;Talle;90;;;27,000.00;;0.12;3.00;11.00;13.00;2;;;;;;;;;;;;;;
conjunto-balconette-dianna;;;Color;Rosa;Talle;95;;;27,000.00;;0.12;3.00;11.00;13.00;2;;;;;;;;;;;;;;
conjunto-balconette-dianna;;;Color;Rosa;Talle;100;;;27,000.00;;0.12;3.00;11.00;13.00;2;;;;;;;;;;;;;;
conjunto-balconette-dianna;;;Color;Rosa;Talle;105;;;27,000.00;;0.12;3.00;11.00;13.00;2;;;;;;;;;;;;;;
conjunto-balconette-dianna;;;Color;Fucsia;Talle;85;;;27,000.00;;0.12;3.00;11.00;13.00;2;;;;;;;;;;;;;;
conjunto-balconette-dianna;;;Color;Fucsia;Talle;90;;;27,000.00;;0.12;3.00;11.00;13.00;2;;;;;;;;;;;;;;
conjunto-balconette-dianna;;;Color;Fucsia;Talle;95;;;27,000.00;;0.12;3.00;11.00;13.00;2;;;;;;;;;;;;;;
conjunto-balconette-dianna;;;Color;Fucsia;Talle;100;;;27,000.00;;0.12;3.00;11.00;13.00;2;;;;;;;;;;;;;;
conjunto-balconette-dianna;;;Color;Fucsia;Talle;105;;;27,000.00;;0.12;3.00;11.00;13.00;2;;;;;;;;;;;;;;
conjunto-balconette-dianna;;;Color;Avellana;Talle;85;;;27,000.00;;0.12;3.00;11.00;13.00;2;;;;;;;;;;;;;;
conjunto-balconette-dianna;;;Color;Avellana;Talle;90;;;27,000.00;;0.12;3.00;11.00;13.00;0;;;;;;;;;;;;;;
conjunto-balconette-dianna;;;Color;Avellana;Talle;95;;;27,000.00;;0.12;3.00;11.00;13.00;2;;;;;;;;;;;;;;
conjunto-balconette-dianna;;;Color;Avellana;Talle;100;;;27,000.00;;0.12;3.00;11.00;13.00;2;;;;;;;;;;;;;;
conjunto-balconette-dianna;;;Color;Avellana;Talle;105;;;27,000.00;;0.12;3.00;11.00;13.00;2;;;;;;;;;;;;;;
fedra;Fedra;Conjuntos;Color;Negro;Talle;85;;;27,000.00;;0.12;3.00;11.00;15.00;2;;;SI;NO;"<p>Conjunto con aro en encaje elastizado mas tanga less , todas las tiras son regulables</p>
<div class=""product-description user-content"" style=""box-sizing: inherit; margin-bottom: 20px; font-family: 'Droid Sans', sans-serif; font-size: 14px; background-color: #ecf0f1;"">
<h3 style=""box-sizing: inherit; font-size: 34px; margin-top: 0px; font-family: Nunito, sans-serif;""><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">Demora de 2 a 5 d&iacute;as h&aacute;biles por con</span></span><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">f</span></span><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">ecci&oacute;n</span></span></h3>
<p><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">&nbsp;</span></span></p>
</div>";"con aro, conjunto de lenceria, conjuntos con arco, conjuntos con aro, corpino con ar, corpino con arco, corpino con aro, lenceria en cordoba";;;;SI;;;;
fedra;;;Color;Negro;Talle;90;;;27,000.00;;0.12;3.00;11.00;15.00;3;;;;;;;;;;;;;;
fedra;;;Color;Negro;Talle;95;;;27,000.00;;0.12;3.00;11.00;15.00;2;;;;;;;;;;;;;;
fedra;;;Color;Negro;Talle;100;;;27,000.00;;0.12;3.00;11.00;15.00;2;;;;;;;;;;;;;;
fedra;;;Color;Negro;Talle;105;;;27,000.00;;0.12;3.00;11.00;15.00;2;;;;;;;;;;;;;;
fedra;;;Color;Blanco;Talle;85;;;27,000.00;;0.12;3.00;11.00;15.00;2;;;;;;;;;;;;;;
fedra;;;Color;Blanco;Talle;90;;;27,000.00;;0.12;3.00;11.00;15.00;2;;;;;;;;;;;;;;
fedra;;;Color;Blanco;Talle;95;;;27,000.00;;0.12;3.00;11.00;15.00;2;;;;;;;;;;;;;;
fedra;;;Color;Blanco;Talle;100;;;27,000.00;;0.12;3.00;11.00;15.00;2;;;;;;;;;;;;;;
fedra;;;Color;Blanco;Talle;105;;;27,000.00;;0.12;3.00;11.00;15.00;2;;;;;;;;;;;;;;
fedra;;;Color;Rojo;Talle;85;;;27,000.00;;0.12;3.00;11.00;15.00;2;;;;;;;;;;;;;;
fedra;;;Color;Rojo;Talle;90;;;27,000.00;;0.12;3.00;11.00;15.00;2;;;;;;;;;;;;;;
fedra;;;Color;Rojo;Talle;95;;;27,000.00;;0.12;3.00;11.00;15.00;2;;;;;;;;;;;;;;
fedra;;;Color;Rojo;Talle;100;;;27,000.00;;0.12;3.00;11.00;15.00;2;;;;;;;;;;;;;;
fedra;;;Color;Rojo;Talle;105;;;27,000.00;;0.12;3.00;11.00;15.00;2;;;;;;;;;;;;;;
fedra;;;Color;Fucsia;Talle;85;;;27,000.00;;0.12;3.00;11.00;15.00;2;;;;;;;;;;;;;;
fedra;;;Color;Fucsia;Talle;90;;;27,000.00;;0.12;3.00;11.00;15.00;2;;;;;;;;;;;;;;
fedra;;;Color;Fucsia;Talle;95;;;27,000.00;;0.12;3.00;11.00;15.00;2;;;;;;;;;;;;;;
fedra;;;Color;Fucsia;Talle;100;;;27,000.00;;0.12;3.00;11.00;15.00;2;;;;;;;;;;;;;;
fedra;;;Color;Fucsia;Talle;105;;;27,000.00;;0.12;3.00;11.00;15.00;2;;;;;;;;;;;;;;
fedra;;;Color;Beige;Talle;85;;;27,000.00;;0.12;3.00;11.00;15.00;2;;;;;;;;;;;;;;
fedra;;;Color;Beige;Talle;90;;;27,000.00;;0.12;3.00;11.00;15.00;2;;;;;;;;;;;;;;
fedra;;;Color;Beige;Talle;95;;;27,000.00;;0.12;3.00;11.00;15.00;2;;;;;;;;;;;;;;
fedra;;;Color;Beige;Talle;100;;;27,000.00;;0.12;3.00;11.00;15.00;2;;;;;;;;;;;;;;
fedra;;;Color;Beige;Talle;105;;;27,000.00;;0.12;3.00;11.00;15.00;2;;;;;;;;;;;;;;
fedra;;;Color;"Rosa claro";Talle;85;;;27,000.00;;0.12;3.00;11.00;15.00;2;;;;;;;;;;;;;;
fedra;;;Color;"Rosa claro";Talle;90;;;27,000.00;;0.12;3.00;11.00;15.00;2;;;;;;;;;;;;;;
fedra;;;Color;"Rosa claro";Talle;95;;;27,000.00;;0.12;3.00;11.00;15.00;2;;;;;;;;;;;;;;
fedra;;;Color;"Rosa claro";Talle;100;;;27,000.00;;0.12;3.00;11.00;15.00;2;;;;;;;;;;;;;;
fedra;;;Color;"Rosa claro";Talle;105;;;27,000.00;;0.12;3.00;11.00;15.00;2;;;;;;;;;;;;;;
fedra;;;Color;Avellana;Talle;85;;;27,000.00;;0.12;3.00;11.00;15.00;2;;;;;;;;;;;;;;
fedra;;;Color;Avellana;Talle;90;;;27,000.00;;0.12;3.00;11.00;15.00;2;;;;;;;;;;;;;;
fedra;;;Color;Avellana;Talle;95;;;27,000.00;;0.12;3.00;11.00;15.00;2;;;;;;;;;;;;;;
fedra;;;Color;Avellana;Talle;100;;;27,000.00;;0.12;3.00;11.00;15.00;2;;;;;;;;;;;;;;
fedra;;;Color;Avellana;Talle;105;;;27,000.00;;0.12;3.00;11.00;15.00;2;;;;;;;;;;;;;;
corset-bajo-busto;"Corset Bajo busto";Corset;Color;Negro;Talle;85;;;19,000.00;;0.08;0.10;0.00;15.00;0;;;SI;NO;"<p>Corset sin tazas , realizado en tul plumet&iacute; elastizado con ballenas&nbsp;para mejor calce,&nbsp; tiras&nbsp;que se enlazan en la espalda como&nbsp;&nbsp;adorno y ajuste.&nbsp;</p>
";"bajo busto, conjuntos, corset, corset bajo busto, corsets, crop top, lenceria, top, top bajo busto";"corset, top,top bajo busto, corsets, corset bajo busto,";"corset bajo busto";;SI;;;;
corset-bajo-busto;;;Color;Negro;Talle;90;;;19,000.00;;0.08;0.10;0.00;15.00;0;;;;;;;;;;;;;;
corset-bajo-busto;;;Color;Negro;Talle;95;;;19,000.00;;0.08;0.10;0.00;15.00;0;;;;;;;;;;;;;;
corset-bajo-busto;;;Color;Negro;Talle;100;;;19,000.00;;0.08;0.10;0.00;15.00;0;;;;;;;;;;;;;;
corset-bajo-busto;;;Color;Negro;Talle;105;;;19,000.00;;0.08;0.10;0.00;15.00;0;;;;;;;;;;;;;;
corset-bajo-busto;;;Color;Blanco;Talle;85;;;19,000.00;;0.08;0.10;0.00;15.00;0;;;;;;;;;;;;;;
corset-bajo-busto;;;Color;Blanco;Talle;90;;;19,000.00;;0.08;0.10;0.00;15.00;0;;;;;;;;;;;;;;
corset-bajo-busto;;;Color;Blanco;Talle;95;;;19,000.00;;0.08;0.10;0.00;15.00;0;;;;;;;;;;;;;;
corset-bajo-busto;;;Color;Blanco;Talle;100;;;19,000.00;;0.08;0.10;0.00;15.00;0;;;;;;;;;;;;;;
corset-bajo-busto;;;Color;Blanco;Talle;105;;;19,000.00;;0.08;0.10;0.00;15.00;0;;;;;;;;;;;;;;
corset-bajo-busto;;;Color;Rojo;Talle;85;;;19,000.00;;0.08;0.10;0.00;15.00;0;;;;;;;;;;;;;;
corset-bajo-busto;;;Color;Rojo;Talle;90;;;19,000.00;;0.08;0.10;0.00;15.00;0;;;;;;;;;;;;;;
corset-bajo-busto;;;Color;Rojo;Talle;95;;;19,000.00;;0.08;0.10;0.00;15.00;0;;;;;;;;;;;;;;
corset-bajo-busto;;;Color;Rojo;Talle;100;;;19,000.00;;0.08;0.10;0.00;15.00;0;;;;;;;;;;;;;;
corset-bajo-busto;;;Color;Rojo;Talle;105;;;19,000.00;;0.08;0.10;0.00;15.00;0;;;;;;;;;;;;;;
top-roma-forrado-mas-less-regulable;"Top Roma Forrado más less regulable";Tops;Talle;85;Color;Negro;;;22,000.00;;0.12;0.00;0.00;0.00;5;;;SI;NO;"<h3><em><strong>Top con tazas forradas con bajo busto de puntilla, detalle de adornos de tiras delanteras. Viene acompa&ntilde;ado de tanga less regulable</strong></em></h3>
<div class=""product-description user-content"" style=""box-sizing: inherit; margin-bottom: 20px; font-family: 'Droid Sans', sans-serif; font-size: 14px; background-color: #ecf0f1;"">
<h1 style=""box-sizing: inherit; font-size: 34px; margin-top: 0px; font-family: Nunito, sans-serif;""><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">Demora de 2 a 5 d&iacute;as h&aacute;biles por con</span></span><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">f</span></span><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">ecci&oacute;n</span></span></h1>
<p><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">&nbsp;</span></span></p>
</div>";"top forrado, tops";"top croptop";;;SI;;;;
top-roma-forrado-mas-less-regulable;;;Talle;85;Color;Blanco;;;22,000.00;;0.12;0.00;0.00;0.00;5;;;;;;;;;;;;;;
top-roma-forrado-mas-less-regulable;;;Talle;85;Color;Rojo;;;22,000.00;;0.12;0.00;0.00;0.00;5;;;;;;;;;;;;;;
top-roma-forrado-mas-less-regulable;;;Talle;85;Color;Fucsia;;;22,000.00;;0.12;0.00;0.00;0.00;5;;;;;;;;;;;;;;
top-roma-forrado-mas-less-regulable;;;Talle;85;Color;Rosa;;;22,000.00;;0.12;0.00;0.00;0.00;5;;;;;;;;;;;;;;
top-roma-forrado-mas-less-regulable;;;Talle;85;Color;Avellana;;;22,000.00;;0.12;0.00;0.00;0.00;5;;;;;;;;;;;;;;
top-roma-forrado-mas-less-regulable;;;Talle;90;Color;Negro;;;22,000.00;;0.12;0.00;0.00;0.00;5;;;;;;;;;;;;;;
top-roma-forrado-mas-less-regulable;;;Talle;90;Color;Blanco;;;22,000.00;;0.12;0.00;0.00;0.00;5;;;;;;;;;;;;;;
top-roma-forrado-mas-less-regulable;;;Talle;90;Color;Rojo;;;22,000.00;;0.12;0.00;0.00;0.00;5;;;;;;;;;;;;;;
top-roma-forrado-mas-less-regulable;;;Talle;90;Color;Fucsia;;;22,000.00;;0.12;0.00;0.00;0.00;5;;;;;;;;;;;;;;
top-roma-forrado-mas-less-regulable;;;Talle;90;Color;Rosa;;;22,000.00;;0.12;0.00;0.00;0.00;5;;;;;;;;;;;;;;
top-roma-forrado-mas-less-regulable;;;Talle;90;Color;Avellana;;;22,000.00;;0.12;0.00;0.00;0.00;5;;;;;;;;;;;;;;
top-roma-forrado-mas-less-regulable;;;Talle;95;Color;Negro;;;22,000.00;;0.12;0.00;0.00;0.00;5;;;;;;;;;;;;;;
top-roma-forrado-mas-less-regulable;;;Talle;95;Color;Blanco;;;22,000.00;;0.12;0.00;0.00;0.00;5;;;;;;;;;;;;;;
top-roma-forrado-mas-less-regulable;;;Talle;95;Color;Rojo;;;22,000.00;;0.12;0.00;0.00;0.00;5;;;;;;;;;;;;;;
top-roma-forrado-mas-less-regulable;;;Talle;95;Color;Fucsia;;;22,000.00;;0.12;0.00;0.00;0.00;0;;;;;;;;;;;;;;
top-roma-forrado-mas-less-regulable;;;Talle;95;Color;Rosa;;;22,000.00;;0.12;0.00;0.00;0.00;5;;;;;;;;;;;;;;
top-roma-forrado-mas-less-regulable;;;Talle;95;Color;Avellana;;;22,000.00;;0.12;0.00;0.00;0.00;0;;;;;;;;;;;;;;
top-roma-forrado-mas-less-regulable;;;Talle;100;Color;Negro;;;22,000.00;;0.12;0.00;0.00;0.00;5;;;;;;;;;;;;;;
top-roma-forrado-mas-less-regulable;;;Talle;100;Color;Blanco;;;22,000.00;;0.12;0.00;0.00;0.00;5;;;;;;;;;;;;;;
top-roma-forrado-mas-less-regulable;;;Talle;100;Color;Rojo;;;22,000.00;;0.12;0.00;0.00;0.00;5;;;;;;;;;;;;;;
top-roma-forrado-mas-less-regulable;;;Talle;100;Color;Fucsia;;;22,000.00;;0.12;0.00;0.00;0.00;0;;;;;;;;;;;;;;
top-roma-forrado-mas-less-regulable;;;Talle;100;Color;Rosa;;;22,000.00;;0.12;0.00;0.00;0.00;0;;;;;;;;;;;;;;
top-roma-forrado-mas-less-regulable;;;Talle;100;Color;Avellana;;;22,000.00;;0.12;0.00;0.00;0.00;5;;;;;;;;;;;;;;
top-roma-forrado-mas-less-regulable;;;Talle;105;Color;Negro;;;22,000.00;;0.12;0.00;0.00;0.00;5;;;;;;;;;;;;;;
top-roma-forrado-mas-less-regulable;;;Talle;105;Color;Blanco;;;22,000.00;;0.12;0.00;0.00;0.00;5;;;;;;;;;;;;;;
top-roma-forrado-mas-less-regulable;;;Talle;105;Color;Rojo;;;22,000.00;;0.12;0.00;0.00;0.00;5;;;;;;;;;;;;;;
top-roma-forrado-mas-less-regulable;;;Talle;105;Color;Fucsia;;;22,000.00;;0.12;0.00;0.00;0.00;0;;;;;;;;;;;;;;
top-roma-forrado-mas-less-regulable;;;Talle;105;Color;Rosa;;;22,000.00;;0.12;0.00;0.00;0.00;0;;;;;;;;;;;;;;
top-roma-forrado-mas-less-regulable;;;Talle;105;Color;Avellana;;;22,000.00;;0.12;0.00;0.00;0.00;5;;;;;;;;;;;;;;
venezia;Venezia;Arneses;Color;Negro;;;;;18,500.00;;0.15;0.00;0.00;0.00;5;;;SI;NO;"<h2 style=""text-align: center;""><em><strong>Arn&eacute;s liguero con doble tira en el cuello de adorno cintura y piernas con doble tiras tambi&eacute;n.Todas las tiras son regulables que abarcan hasta un talle XL</strong></em></h2>
<div class=""product-description user-content"" style=""box-sizing: inherit; margin-bottom: 20px; font-family: 'Droid Sans', sans-serif; font-size: 14px; background-color: #ecf0f1;"">
<h1 style=""box-sizing: inherit; font-size: 34px; margin-top: 0px; font-family: Nunito, sans-serif;""><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">Demora de 2 a 5 d&iacute;as h&aacute;biles por con</span></span><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">f</span></span><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">ecci&oacute;n</span></span></h1>
<p><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">&nbsp;</span></span></p>
</div>";"arnes, arneses, lenceria, liguero, lingerie, portaligas, sexy";"Arnes Liguero";"Arnes liguero";Sakú;SI;;;;
venezia;;;Color;Blanco;;;;;18,500.00;;0.15;0.00;0.00;0.00;5;;;;;;;;;;;;;;
venezia;;;Color;Rojo;;;;;18,500.00;;0.15;0.00;0.00;0.00;5;;;;;;;;;;;;;;
sicilia;Sicilia;Arneses;Color;Negro;;;;;7,500.00;;0.10;0.00;0.00;0.00;5;;;SI;NO;"<h2 style=""text-align: center;""><em><strong>Arnes superior con doble tira en el cuello prende en el bajo busto.</strong></em></h2>
<div class=""product-description user-content"" style=""box-sizing: inherit; margin-bottom: 20px; font-family: 'Droid Sans', sans-serif; font-size: 14px; background-color: #ecf0f1;"">
<h1 style=""box-sizing: inherit; font-size: 34px; margin-top: 0px; font-family: Nunito, sans-serif;""><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">Demora de 2 a 5 d&iacute;as h&aacute;biles por con</span></span><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">f</span></span><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">ecci&oacute;n</span></span></h1>
<p><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">&nbsp;</span></span></p>
</div>";"arnes, arneses, conjuntos, lenceria, liguero, lingerie, portaligas, sexy";arnes;"arnes superior";;SI;;;;
sicilia;;;Color;Blanco;;;;;7,500.00;;0.10;0.00;0.00;0.00;5;;;;;;;;;;;;;;
sicilia;;;Color;Rojo;;;;;7,500.00;;0.10;0.00;0.00;0.00;5;;;;;;;;;;;;;;
zafira;Zafira;Ligueros;Color;Negro;;;;;25,000.00;;0.18;0.00;10.00;10.00;5;;;SI;NO;"<h2 style=""text-align: center;"">Liguero con doble tira en las piernas laterales y cintura con adorno de argollitas peque&ntilde;as en cintura y laterales y argollas mas grandes en contorno de piernas junto con tachas</h2>
<div class=""product-description user-content"" style=""box-sizing: inherit; margin-bottom: 20px; font-family: 'Droid Sans', sans-serif; font-size: 14px; background-color: #ecf0f1;"">
<h1 style=""box-sizing: inherit; font-size: 34px; margin-top: 0px; font-family: Nunito, sans-serif;""><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">Demora de 2 a 5 d&iacute;as h&aacute;biles por con</span></span><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">f</span></span><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">ecci&oacute;n</span></span></h1>
<p><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">&nbsp;</span></span></p>
</div>";"arnes, arneses, lenceria, liguero, lingerie, portaligas";"Liguero piernas super sexy con tiras regulables";"Liguero piernas super sexy con tiras regulables";;SI;;;;
zafira;;;Color;Blanco;;;;;25,000.00;;0.08;0.00;10.00;10.00;5;;;;;;;;;;;;;;
zafira;;;Color;Rojo;;;;;25,000.00;;0.08;0.00;10.00;10.00;5;;;;;;;;;;;;;;
monaco-black;"Mónaco Black";Conjuntos;Talles;85;Color;Rojo;;;34,900.00;;0.12;0.00;0.00;0.00;2;;;SI;SI;"<h2 style=""font-weight: normal; line-height: 1.2; color: #333333; font-family: sans-serif, Arial, Verdana, 'Trebuchet MS';"">Bell&iacute;simo y original conjunto en puntilla elastizada&nbsp;.Arn&eacute;s desmontable. Bombachita alta less con 3&nbsp;tiras en los&nbsp;costado, totalmente regulables adaptada a cada talle.</h2>
<div class=""product-description user-content"" style=""box-sizing: inherit; margin-bottom: 20px; font-family: 'Droid Sans', sans-serif; font-size: 14px; background-color: #ecf0f1;"">
<h1 style=""box-sizing: inherit; font-size: 34px; margin-top: 0px; font-family: Nunito, sans-serif;""><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">Demora de 2 a 5 d&iacute;as h&aacute;biles por con</span></span><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">f</span></span><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">ecci&oacute;n</span></span></h1>
<p><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">&nbsp;</span></span></p>
</div>";"arneses, choker, conjuntos, lenceria";"CONJUNTO LENCERIA DISEÑO BLACK MONACO";;Sakú;SI;;;;
monaco-black;;;Talles;85;Color;Blanco;;;34,900.00;;0.12;0.00;0.00;0.00;2;;;;;;;;;;;;;;
monaco-black;;;Talles;85;Color;Rosa;;;34,900.00;;0.12;0.00;0.00;0.00;2;;;;;;;;;;;;;;
monaco-black;;;Talles;85;Color;Fucsia;;;34,900.00;;0.12;0.00;0.00;0.00;2;;;;;;;;;;;;;;
monaco-black;;;Talles;85;Color;Negro;;;34,900.00;;0.12;0.00;0.00;0.00;2;;;;;;;;;;;;;;
monaco-black;;;Talles;85;Color;Avellana;;;34,900.00;;0.12;0.00;0.00;0.00;2;;;;;;;;;;;;;;
monaco-black;;;Talles;90;Color;Rojo;;;34,900.00;;0.12;0.00;0.00;0.00;2;;;;;;;;;;;;;;
monaco-black;;;Talles;90;Color;Blanco;;;34,900.00;;0.12;0.00;0.00;0.00;2;;;;;;;;;;;;;;
monaco-black;;;Talles;90;Color;Rosa;;;34,900.00;;0.12;0.00;0.00;0.00;2;;;;;;;;;;;;;;
monaco-black;;;Talles;90;Color;Fucsia;;;34,900.00;;0.12;0.00;0.00;0.00;2;;;;;;;;;;;;;;
monaco-black;;;Talles;90;Color;Negro;;;34,900.00;;0.12;0.00;0.00;0.00;2;;;;;;;;;;;;;;
monaco-black;;;Talles;90;Color;Avellana;;;34,900.00;;0.12;0.00;0.00;0.00;2;;;;;;;;;;;;;;
monaco-black;;;Talles;95;Color;Rojo;;;34,900.00;;0.12;0.00;0.00;0.00;2;;;;;;;;;;;;;;
monaco-black;;;Talles;95;Color;Blanco;;;34,900.00;;0.12;0.00;0.00;0.00;2;;;;;;;;;;;;;;
monaco-black;;;Talles;95;Color;Rosa;;;34,900.00;;0.12;0.00;0.00;0.00;2;;;;;;;;;;;;;;
monaco-black;;;Talles;95;Color;Fucsia;;;34,900.00;;0.12;0.00;0.00;0.00;2;;;;;;;;;;;;;;
monaco-black;;;Talles;95;Color;Negro;;;34,900.00;;0.12;0.00;0.00;0.00;2;;;;;;;;;;;;;;
monaco-black;;;Talles;95;Color;Avellana;;;34,900.00;;0.12;0.00;0.00;0.00;2;;;;;;;;;;;;;;
monaco-black;;;Talles;100;Color;Rojo;;;34,900.00;;0.12;0.00;0.00;0.00;2;;;;;;;;;;;;;;
monaco-black;;;Talles;100;Color;Blanco;;;34,900.00;;0.12;0.00;0.00;0.00;2;;;;;;;;;;;;;;
monaco-black;;;Talles;100;Color;Rosa;;;34,900.00;;0.12;0.00;0.00;0.00;2;;;;;;;;;;;;;;
monaco-black;;;Talles;100;Color;Fucsia;;;34,900.00;;0.12;0.00;0.00;0.00;2;;;;;;;;;;;;;;
monaco-black;;;Talles;100;Color;Negro;;;34,900.00;;0.12;0.00;0.00;0.00;2;;;;;;;;;;;;;;
monaco-black;;;Talles;100;Color;Avellana;;;34,900.00;;0.12;0.00;0.00;0.00;2;;;;;;;;;;;;;;
monaco-black;;;Talles;105;Color;Rojo;;;34,900.00;;0.12;0.00;0.00;0.00;2;;;;;;;;;;;;;;
monaco-black;;;Talles;105;Color;Blanco;;;34,900.00;;0.12;0.00;0.00;0.00;2;;;;;;;;;;;;;;
monaco-black;;;Talles;105;Color;Rosa;;;34,900.00;;0.12;0.00;0.00;0.00;2;;;;;;;;;;;;;;
monaco-black;;;Talles;105;Color;Fucsia;;;34,900.00;;0.12;0.00;0.00;0.00;2;;;;;;;;;;;;;;
monaco-black;;;Talles;105;Color;Negro;;;34,900.00;;0.12;0.00;0.00;0.00;3;;;;;;;;;;;;;;
monaco-black;;;Talles;105;Color;Avellana;;;34,900.00;;0.12;0.00;0.00;0.00;2;;;;;;;;;;;;;;
monaco-rosa-y-blanco;"Mónaco Rosa y Blanco";Conjuntos;Talles;85;;;;;35,000.00;;0.15;0.00;0.00;0.00;0;;;SI;NO;"<h2 style=""font-weight: normal; line-height: 1.2; color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, &quot;Trebuchet MS&quot;; text-align: center;""><span style=""color: rgb(0, 0, 0);""><strong><em>Conjunto color&nbsp;Rosa combinado con tiras en&nbsp;color Blanco.&nbsp;Arn&eacute;s desmontable.</em></strong></span></h2>
";"arnes, conjunto de lenceria, conjuntos, lenceria en cordoba, lenceria por mayor, lingerie, venta de lenceria";;;Sakú;SI;;;;
monaco-rosa-y-blanco;;;Talles;90;;;;;35,000.00;;0.15;0.00;0.00;0.00;0;;;;;;;;;;;;;;
monaco-rosa-y-blanco;;;Talles;95;;;;;35,000.00;;0.15;0.00;0.00;0.00;0;;;;;;;;;;;;;;
monaco-rosa-y-blanco;;;Talles;100;;;;;35,000.00;;0.15;0.00;0.00;0.00;0;;;;;;;;;;;;;;
monaco-rosa-y-blanco;;;Talles;105;;;;;35,000.00;;0.15;0.00;0.00;0.00;0;;;;;;;;;;;;;;
